case,kind,indicator,snr_db,Px_ref,sigma,mc_id,t_first_any,t_valid,delay,premature_alarm,seed,indicator_name
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,36,6.7625249999875745,6.7625249999875745,1.3967547912003466,False,20760338,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,37,6.7625249999875745,6.7625249999875745,1.3967547912003466,False,20760339,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,38,6.752524999987598,6.752524999987598,1.38675479120037,False,20760340,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,39,6.732524999987644,6.732524999987644,1.3667547912004165,False,20760341,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,40,6.752524999987598,6.752524999987598,1.38675479120037,False,20760342,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,41,6.752524999987598,6.752524999987598,1.38675479120037,False,20760343,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,42,6.752524999987598,6.752524999987598,1.38675479120037,False,20760344,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,43,6.722524999987668,6.722524999987668,1.3567547912004398,False,20760345,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,44,6.782524999987528,6.782524999987528,1.4167547912003,False,20760346,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,45,6.7625249999875745,6.7625249999875745,1.3967547912003466,False,20760347,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,46,6.742524999987621,6.742524999987621,1.3767547912003932,False,20760348,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,47,6.7625249999875745,6.7625249999875745,1.3967547912003466,False,20760349,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,48,6.7625249999875745,6.7625249999875745,1.3967547912003466,False,20760350,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,5.0,1.0126973666638687e-10,5.659001907679921e-06,49,6.752524999987598,6.752524999987598,1.38675479120037,False,20760351,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,0,7.042524999986922,7.042524999986922,1.676754791199694,False,20260302,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,1,6.822524999987435,6.822524999987435,1.4567547912002068,False,20260303,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,2,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260304,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,3,7.062524999986875,7.062524999986875,1.6967547911996474,False,20260305,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,4,6.782524999987528,6.782524999987528,1.4167547912003,False,20260306,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,5,6.7625249999875745,6.7625249999875745,1.3967547912003466,False,20260307,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,6,6.802524999987481,6.802524999987481,1.4367547912002534,False,20260308,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,7,7.042524999986922,7.042524999986922,1.676754791199694,False,20260309,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,8,7.072524999986852,7.072524999986852,1.7067547911996241,False,20260310,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,9,6.782524999987528,6.782524999987528,1.4167547912003,False,20260311,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,10,6.782524999987528,6.782524999987528,1.4167547912003,False,20260312,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,11,6.772524999987551,6.772524999987551,1.4067547912003233,False,20260313,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,12,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260314,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,13,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260315,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,14,7.062524999986875,7.062524999986875,1.6967547911996474,False,20260316,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,15,6.792524999987505,6.792524999987505,1.4267547912002767,False,20260317,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,16,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260318,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,17,7.072524999986852,7.072524999986852,1.7067547911996241,False,20260319,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,18,7.062524999986875,7.062524999986875,1.6967547911996474,False,20260320,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,19,7.072524999986852,7.072524999986852,1.7067547911996241,False,20260321,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,20,6.822524999987435,6.822524999987435,1.4567547912002068,False,20260322,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,21,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260323,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,22,6.812524999987458,6.812524999987458,1.44675479120023,False,20260324,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,23,7.072524999986852,7.072524999986852,1.7067547911996241,False,20260325,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,24,7.042524999986922,7.042524999986922,1.676754791199694,False,20260326,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,25,6.752524999987598,6.752524999987598,1.38675479120037,False,20260327,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,26,6.792524999987505,6.792524999987505,1.4267547912002767,False,20260328,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,27,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260329,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,28,6.792524999987505,6.792524999987505,1.4267547912002767,False,20260330,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,29,6.792524999987505,6.792524999987505,1.4267547912002767,False,20260331,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,30,7.082524999986829,7.082524999986829,1.7167547911996008,False,20260332,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,31,7.042524999986922,7.042524999986922,1.676754791199694,False,20260333,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,32,7.072524999986852,7.072524999986852,1.7067547911996241,False,20260334,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,33,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260335,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,34,7.062524999986875,7.062524999986875,1.6967547911996474,False,20260336,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,35,6.822524999987435,6.822524999987435,1.4567547912002068,False,20260337,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,36,7.042524999986922,7.042524999986922,1.676754791199694,False,20260338,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,37,7.062524999986875,7.062524999986875,1.6967547911996474,False,20260339,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,38,7.062524999986875,7.062524999986875,1.6967547911996474,False,20260340,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,39,7.062524999986875,7.062524999986875,1.6967547911996474,False,20260341,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,40,6.772524999987551,6.772524999987551,1.4067547912003233,False,20260342,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,41,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260343,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,42,6.782524999987528,6.782524999987528,1.4167547912003,False,20260344,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,43,6.832524999987411,6.832524999987411,1.4667547912001835,False,20260345,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,44,7.032524999986945,7.032524999986945,1.6667547911997174,False,20260346,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,45,6.7625249999875745,6.7625249999875745,1.3967547912003466,False,20260347,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,46,6.832524999987411,6.832524999987411,1.4667547912001835,False,20260348,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,47,7.082524999986829,7.082524999986829,1.7167547911996008,False,20260349,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,48,7.052524999986899,7.052524999986899,1.6867547911996708,False,20260350,MaxEnt_SPRT
Case_Test,B_transition,MaxEnt_SPRT,0.0,1.0126973666638687e-10,1.0063286573798188e-05,49,6.822524999987435,6.822524999987435,1.4567547912002068,False,20260351,MaxEnt_SPRT
